x,y,vorticity
 0.41406,   0.02343750,   0.63167180
 0.42188,   0.02343750,   0.64040537
 0.42969,   0.02343750,   0.64838064
 0.43750,   0.02343750,   0.65557019
 0.44531,   0.02343750,   0.66194791
 0.45312,   0.02343750,   0.66748911
 0.46094,   0.02343750,   0.67217073
 0.46875,   0.02343750,   0.67597140
 0.47656,   0.02343750,   0.67887169
 0.48438,   0.02343750,   0.68085418
 0.49219,   0.02343750,   0.68190369
 0.50000,   0.02343750,   0.68200733
 0.50781,   0.02343750,   0.68115474
 0.51562,   0.02343750,   0.67933818
 0.52344,   0.02343750,   0.67655269
 0.53125,   0.02343750,   0.67279618
 0.53906,   0.02343750,   0.66806962
 0.54688,   0.02343750,   0.66237703
 0.55469,   0.02343750,   0.65572571
 0.56250,   0.02343750,   0.64812622
 0.57031,   0.02343750,   0.63959250
 0.57812,   0.02343750,   0.63014188
 0.58594,   0.02343750,   0.61979520
 0.59375,   0.02343750,   0.60857669
 0.60156,   0.02343750,   0.59651412
 0.60938,   0.02343750,   0.58363865
 0.61719,   0.02343750,   0.56998490
 0.62500,   0.02343750,   0.55559078
 0.63281,   0.02343750,   0.54049755
 0.64062,   0.02343750,   0.52474954
 0.64844,   0.02343750,   0.50839420
 0.65625,   0.02343750,   0.49148184
 0.66406,   0.02343750,   0.47406552
 0.67188,   0.02343750,   0.45620084
 0.67969,   0.02343750,   0.43794576
 0.68750,   0.02343750,   0.41936035
 0.69531,   0.02343750,   0.40050658
 0.70312,   0.02343750,   0.38144800
 0.71094,   0.02343750,   0.36224955
 0.71875,   0.02343750,   0.34297717
 0.72656,   0.02343750,   0.32369760
 0.73438,   0.02343750,   0.30447795
 0.74219,   0.02343750,   0.28538545
 0.75000,   0.02343750,   0.26648706
 0.75781,   0.02343750,   0.24784913
 0.76562,   0.02343750,   0.22953704
 0.77344,   0.02343750,   0.21161482
 0.78125,   0.02343750,   0.19414474
 0.78906,   0.02343750,   0.17718700
 0.79688,   0.02343750,   0.16079920
 0.80469,   0.02343750,   0.14503608
 0.81250,   0.02343750,   0.12994896
 0.82031,   0.02343750,   0.11558541
 0.82812,   0.02343750,   0.10198872
 0.83594,   0.02343750,   0.08919748
 0.84375,   0.02343750,   0.07724504
 0.85156,   0.02343750,   0.06615901
 0.85938,   0.02343750,   0.05596066
 0.86719,   0.02343750,   0.04666430
 0.87500,   0.02343750,   0.03827660
 0.88281,   0.02343750,   0.03079581
 0.89062,   0.02343750,   0.02421095
 0.89844,   0.02343750,   0.01850083
 0.90625,   0.02343750,   0.01363307
 0.91406,   0.02343750,   0.00956296
 0.92188,   0.02343750,   0.00623240
 0.92969,   0.02343750,   0.00356889
 0.93750,   0.02343750,   0.00148491
 0.94531,   0.02343750,  -0.00012174
 0.95312,   0.02343750,  -0.00136579
 0.96094,   0.02343750,  -0.00236875
 0.96875,   0.02343750,  -0.00324667
 0.97656,   0.02343750,  -0.00408694
 0.98438,   0.02343750,  -0.00490910
 0.99219,   0.02343750,  -0.00560824
 1.00000,   0.02343750,  -0.00589892
 0.00000,   0.03125000,  -0.01005845
 0.00781,   0.03125000,  -0.00417912
 0.01562,   0.03125000,   0.00116071
 0.02344,   0.03125000,   0.00613305
 0.03125,   0.03125000,   0.01090658
 0.03906,   0.03125000,   0.01565295
 0.04688,   0.03125000,   0.02053630
 0.05469,   0.03125000,   0.02570289
 0.06250,   0.03125000,   0.03127530
 0.07031,   0.03125000,   0.03735088
 0.07812,   0.03125000,   0.04400275
 0.08594,   0.03125000,   0.05128223
 0.09375,   0.03125000,   0.05922178
 0.10156,   0.03125000,   0.06783783
 0.10938,   0.03125000,   0.07713361
 0.11719,   0.03125000,   0.08710146
 0.12500,   0.03125000,   0.09772503
 0.13281,   0.03125000,   0.10898091
 0.14062,   0.03125000,   0.12084027
 0.14844,   0.03125000,   0.13326996
 0.15625,   0.03125000,   0.14623366
 0.16406,   0.03125000,   0.15969264
 0.17188,   0.03125000,   0.17360650
 0.17969,   0.03125000,   0.18793371
 0.18750,   0.03125000,   0.20263208
 0.19531,   0.03125000,   0.21765909
 0.20312,   0.03125000,   0.23297222
 0.21094,   0.03125000,   0.24852911
 0.21875,   0.03125000,   0.26428778
 0.22656,   0.03125000,   0.28020666
 0.23438,   0.03125000,   0.29624480
 0.24219,   0.03125000,   0.31236177
 0.25000,   0.03125000,   0.32851784
 0.25781,   0.03125000,   0.34467382
 0.26562,   0.03125000,   0.36079122
 0.27344,   0.03125000,   0.37683208
 0.28125,   0.03125000,   0.39275909
 0.28906,   0.03125000,   0.40853543
 0.29688,   0.03125000,   0.42412486
 0.30469,   0.03125000,   0.43949158
 0.31250,   0.03125000,   0.45460032
 0.32031,   0.03125000,   0.46941622
 0.32812,   0.03125000,   0.48390493
 0.33594,   0.03125000,   0.49803247
 0.34375,   0.03125000,   0.51176537
 0.35156,   0.03125000,   0.52507057
 0.35938,   0.03125000,   0.53791557
 0.36719,   0.03125000,   0.55026831
 0.37500,   0.03125000,   0.56209736
 0.38281,   0.03125000,   0.57337185
 0.39062,   0.03125000,   0.58406167
 0.39844,   0.03125000,   0.59413738
 0.40625,   0.03125000,   0.60357044
 0.41406,   0.03125000,   0.61233317
 0.42188,   0.03125000,   0.62039900
 0.42969,   0.03125000,   0.62774240
 0.43750,   0.03125000,   0.63433913
 0.44531,   0.03125000,   0.64016626
 0.45312,   0.03125000,   0.64520238
 0.46094,   0.03125000,   0.64942761
 0.46875,   0.03125000,   0.65282384
 0.47656,   0.03125000,   0.65537474
 0.48438,   0.03125000,   0.65706601
 0.49219,   0.03125000,   0.65788537
 0.50000,   0.03125000,   0.65782279
 0.50781,   0.03125000,   0.65687052
 0.51562,   0.03125000,   0.65502329
 0.52344,   0.03125000,   0.65227829
 0.53125,   0.03125000,   0.64863542
 0.53906,   0.03125000,   0.64409724
